date,total_daily_kwh
2023-10-02 00:00:00+00:00,7.7391999999999825
2023-10-03 00:00:00+00:00,5.828600000000051
2023-10-04 00:00:00+00:00,4.276399999999967
2023-10-05 00:00:00+00:00,4.770600000000059
2023-10-06 00:00:00+00:00,6.859200000000101
2023-10-07 00:00:00+00:00,8.36609999999996
2023-10-08 00:00:00+00:00,7.821699999999964
2023-10-09 00:00:00+00:00,3.6511000000000418
2023-10-10 00:00:00+00:00,7.410100000000057
2023-10-11 00:00:00+00:00,3.54509999999982
2023-10-12 00:00:00+00:00,1.103500000000167
2023-10-13 00:00:00+00:00,1.4802999999999427
2023-10-14 00:00:00+00:00,3.6537000000000712
2023-10-15 00:00:00+00:00,6.063099999999849
2023-10-16 00:00:00+00:00,5.913500000000113
2023-10-17 00:00:00+00:00,8.196299999999837
2023-10-18 00:00:00+00:00,4.299800000000005
2023-10-19 00:00:00+00:00,2.211600000000089
2023-10-20 00:00:00+00:00,0.6409000000001011
2023-10-21 00:00:00+00:00,1.2713999999998573
2023-10-22 00:00:00+00:00,4.20939999999996
2023-10-23 00:00:00+00:00,2.024600000000191
2023-10-24 00:00:00+00:00,3.3167999999998297
2023-10-25 00:00:00+00:00,1.0152000000000494
2023-10-26 00:00:00+00:00,1.5953999999999262
2023-10-27 00:00:00+00:00,2.1632000000001876
2023-10-28 00:00:00+00:00,4.020699999999806
2023-10-29 00:00:00+00:00,1.4655000000000198
2023-10-30 00:00:00+00:00,0.7418000000000116
2023-10-31 00:00:00+00:00,1.949000000000069
2023-11-01 00:00:00+00:00,1.740999999999985
2023-11-02 00:00:00+00:00,0.6300000000001089
2023-11-03 00:00:00+00:00,3.406499999999823
2023-11-04 00:00:00+00:00,0.4619000000000138
2023-11-05 00:00:00+00:00,1.3496000000000092
2023-11-06 00:00:00+00:00,1.8491000000001345
2023-11-07 00:00:00+00:00,5.121999999999844
2023-11-08 00:00:00+00:00,0.8866000000000435
2023-11-09 00:00:00+00:00,1.1859999999999213
2023-11-10 00:00:00+00:00,1.8230000000000925
2023-11-11 00:00:00+00:00,3.5604000000000724
2023-11-12 00:00:00+00:00,1.0428999999999176
2023-11-13 00:00:00+00:00,0.7538999999999303
2023-11-14 00:00:00+00:00,0.36470000000008396
2023-11-15 00:00:00+00:00,3.85570000000007
2023-11-16 00:00:00+00:00,0.4062999999998734
2023-11-17 00:00:00+00:00,1.6561000000001511
2023-11-18 00:00:00+00:00,0.0526999999999587
2023-11-19 00:00:00+00:00,2.1843999999998687
2023-11-20 00:00:00+00:00,0.691800000000057
2023-11-21 00:00:00+00:00,2.2235000000000578
2023-11-22 00:00:00+00:00,2.9153999999998628
2023-11-23 00:00:00+00:00,1.5040000000001323
2023-11-24 00:00:00+00:00,1.4189999999998686
2023-11-25 00:00:00+00:00,1.1237000000000987
2023-11-26 00:00:00+00:00,1.3160000000000307
2023-11-27 00:00:00+00:00,0.2502999999999243
2023-11-28 00:00:00+00:00,4.147699999999986
2023-11-29 00:00:00+00:00,2.3132000000000517
2023-11-30 00:00:00+00:00,0.9953000000000425
2023-12-01 00:00:00+00:00,0.2646999999999476
2023-12-02 00:00:00+00:00,3.019600000000082
2023-12-03 00:00:00+00:00,0.3428999999998721
2023-12-04 00:00:00+00:00,0.2722000000001115
2023-12-05 00:00:00+00:00,0.12269999999989491
2023-12-06 00:00:00+00:00,2.282500000000027
2023-12-07 00:00:00+00:00,1.243400000000065
2023-12-08 00:00:00+00:00,1.5986000000000329
2023-12-09 00:00:00+00:00,0.1563999999998483
2023-12-10 00:00:00+00:00,0.7961000000000239
2023-12-11 00:00:00+00:00,1.0908000000001716
2023-12-12 00:00:00+00:00,0.9253999999998539
2023-12-13 00:00:00+00:00,0.5275000000001451
2023-12-14 00:00:00+00:00,0.4710999999999783
2023-12-15 00:00:00+00:00,0.46569999999996947
2023-12-16 00:00:00+00:00,0.166999999999916
2023-12-17 00:00:00+00:00,4.165700000000015
2023-12-18 00:00:00+00:00,0.3298999999999521
2023-12-19 00:00:00+00:00,0.0381999999999605
2023-12-20 00:00:00+00:00,0.6474000000000614
2023-12-21 00:00:00+00:00,0.23990000000003378
2023-12-22 00:00:00+00:00,0.3362999999999373
2023-12-23 00:00:00+00:00,1.57730000000015
2023-12-24 00:00:00+00:00,0.1537999999998188
2023-12-25 00:00:00+00:00,0.0703000000000881
2023-12-26 00:00:00+00:00,2.868099999999913
2023-12-27 00:00:00+00:00,0.695300000000088
2023-12-28 00:00:00+00:00,1.7728999999999355
2023-12-29 00:00:00+00:00,1.0148000000001498
2023-12-30 00:00:00+00:00,2.4809999999999945
2023-12-31 00:00:00+00:00,0.9126999999998585
2024-01-01 00:00:00+00:00,2.0349000000001065
2024-01-02 00:00:00+00:00,0.11689999999998658
2024-01-03 00:00:00+00:00,0.7816000000000256
2024-01-04 00:00:00+00:00,3.383000000000038
2024-01-05 00:00:00+00:00,0.42020000000002244
2024-01-06 00:00:00+00:00,0.5317000000000003
2024-01-07 00:00:00+00:00,0.268799999999828
2024-01-08 00:00:00+00:00,0.7392999999999572
2024-01-09 00:00:00+00:00,5.1310000000000855
2024-01-10 00:00:00+00:00,4.735599999999977
2024-01-11 00:00:00+00:00,4.842100000000073
2024-01-12 00:00:00+00:00,0.41159999999990743
2024-01-13 00:00:00+00:00,0.1858999999999468
2024-01-14 00:00:00+00:00,0.2516000000000528
2024-01-15 00:00:00+00:00,2.4229000000000265
2024-01-16 00:00:00+00:00,5.03430000000003
2024-01-17 00:00:00+00:00,0.3162999999999553
2024-01-18 00:00:00+00:00,2.4002000000000407
2024-01-19 00:00:00+00:00,5.432199999999966
2024-01-20 00:00:00+00:00,2.8761999999999257
2024-01-21 00:00:00+00:00,0.9128000000000608
2024-01-22 00:00:00+00:00,3.210199999999986
2024-01-23 00:00:00+00:00,0.9335000000000943
2024-01-24 00:00:00+00:00,2.9972000000000207
2024-01-25 00:00:00+00:00,0.6444999999998796
2024-01-26 00:00:00+00:00,5.85570000000007
2024-01-27 00:00:00+00:00,4.922399999999925
2024-01-28 00:00:00+00:00,5.049800000000005
2024-01-29 00:00:00+00:00,4.589000000000169
2024-01-30 00:00:00+00:00,0.5504999999998286
2024-01-31 00:00:00+00:00,5.453200000000152
2024-02-01 00:00:00+00:00,6.0452000000000226
2024-02-02 00:00:00+00:00,2.7459999999998668
2024-02-03 00:00:00+00:00,0.7109000000000375
2024-02-04 00:00:00+00:00,0.3387999999999919
